Date,AAPL,JPM,PFE,XOM
2023-06-21,181.75375366210938,133.5979766845703,32.809574127197266,95.22923278808594
2023-06-22,184.75726318359375,131.02586364746094,32.66618347167969,94.70663452148438
2023-06-23,184.44110107421875,130.34059143066406,32.30351257324219,93.88152313232422
2023-06-26,183.0480194091797,130.65977478027344,31.11427116394043,95.61429595947266
2023-06-27,185.8045654296875,130.66912841796875,30.71785545349121,95.8526611328125
2023-06-28,186.98028564453125,130.09654235839844,30.608211517333984,96.6319580078125
2023-06-29,187.31622314453125,134.63990783691406,30.464828491210938,97.82379913330078
2023-06-30,191.64366149902344,136.52674865722656,30.937152862548828,98.32804870605469
2023-07-03,190.1517791748047,137.62501525878906,30.911846160888672,98.52059936523438
2023-07-05,189.03538513183594,136.70822143554688,30.751590728759766,98.01634216308594
2023-07-06,189.5095672607422,135.3566436767578,30.051544189453125,94.3582534790039
2023-07-07,188.3931427001953,136.42465209960938,29.967205047607422,94.57829284667969
2023-07-10,186.3479766845703,137.1902313232422,30.093713760375977,95.98101806640625
2023-07-11,185.82432556152344,139.3357696533203,30.38047981262207,97.15453338623047
2023-07-12,187.4940643310547,140.0257110595703,30.355175018310547,97.63127136230469
2023-07-13,188.2548065185547,140.70623779296875,30.41421890258789,95.8434829711914
2023-07-14,188.4030303955078,141.556884765625,30.633512496948242,92.54296112060547
2023-07-17,191.66346740722656,144.96893310546875,30.245534896850586,92.94635772705078
2023-07-18,191.4065399169922,145.23358154296875,30.566041946411133,92.5246353149414
2023-07-19,192.76014709472656,145.7912139892578,30.734722137451172,93.16639709472656
2023-07-20,190.81375122070312,147.5870361328125,31.0130558013916,94.80750274658203
2023-07-21,189.63804626464844,146.4528350830078,31.544418334960938,95.24756622314453
2023-07-24,190.43832397460938,149.33558654785156,31.63719940185547,96.74195861816406
2023-07-25,191.29786682128906,148.22032165527344,31.257652282714844,96.88865661621094
2023-07-26,192.16732788085938,149.10873413085938,31.384166717529297,96.34772491455078
2023-07-27,190.9026641845703,147.4641876220703,30.872472763061523,96.65028381347656
2023-07-28,193.48138427734375,148.30535888671875,30.761598587036133,95.49510955810547
2023-07-31,194.0939178466797,149.29776000976562,30.75307273864746,98.31888580322266
2023-08-01,193.26402282714844,148.560546875,30.36930274963379,97.75047302246094
2023-08-02,190.27037048339844,146.87814331054688,30.147558212280273,96.53109741210938
2023-08-03,188.87725830078125,147.7760772705078,29.849069595336914,98.2088623046875
2023-08-04,179.80735778808594,147.4641876220703,29.866132736206055,98.4839096069336
2023-08-07,176.7050323486328,148.16360473632812,30.429000854492188,98.2822036743164
2023-08-08,177.64361572265625,147.3318328857422,30.39488410949707,98.76812744140625
2023-08-09,176.05294799804688,145.3564453125,30.565452575683594,100.44589233398438
2023-08-10,175.83555603027344,145.1390380859375,30.463109970092773,100.95929718017578
2023-08-11,175.89492797851562,145.9802703857422,30.73601722717285,102.52705383300781
2023-08-14,177.54713439941406,146.28273010253906,30.761598587036133,102.60956573486328
2023-08-15,175.55853271484375,142.55877685546875,30.18167495727539,99.97523498535156
2023-08-16,174.68792724609375,141.953857421875,30.25843048095703,98.29295349121094
2023-08-17,172.14535522460938,140.47943115234375,31.1368465423584,100.19707489013672
2023-08-18,172.630126953125,140.80075073242188,31.264768600463867,101.71296691894531
2023-08-21,173.96571350097656,141.2827911376953,31.563261032104492,100.48361206054688
2023-08-22,175.3408966064453,138.35279846191406,31.418277740478516,99.91976928710938
2023-08-23,179.18946838378906,139.2884979248047,31.264768600463867,99.04165649414062
2023-08-24,174.49996948242188,139.1562042236328,30.83835220336914,98.30218505859375
2023-08-25,176.70620727539062,138.98605346679688,31.025978088378906,100.05841827392578
2023-08-28,178.2693328857422,139.46810913085938,30.88099479675293,100.89954376220703
2023-08-29,182.157470703125,140.60227966308594,30.8298282623291,101.50035858154297
2023-08-30,185.64984130859375,140.03517150878906,30.616626739501953,102.48939514160156
2023-08-31,185.8674774169922,138.3055419921875,30.173154830932617,102.77593994140625
2023-09-01,187.44053649902344,138.76866149902344,30.51427459716797,104.92961883544922
2023-09-05,187.677978515625,137.23751831054688,30.173154830932617,104.93885803222656
2023-09-06,180.9603729248047,137.0106964111328,29.311790466308594,105.84471893310547
2023-09-07,175.6674041748047,135.8386688232422,29.235034942626953,105.32707214355469
2023-09-08,176.28077697753906,135.94264221191406,29.20945167541504,106.86145782470703
2023-09-11,177.44822692871094,136.53811645507812,28.945072174072266,105.52119445800781
2023-09-12,174.4208221435547,138.3149871826172,29.124170303344727,108.59919738769531
2023-09-13,172.35311889648438,138.3811492919922,29.064470291137695,107.628662109375
2023-09-14,173.8668212890625,141.06539916992188,29.124170303344727,109.55125427246094
2023-09-15,173.14456176757812,140.64956665039062,29.055938720703125,107.86898803710938
2023-09-18,176.07301330566406,140.94256591796875,28.689224243164062,108.73784637451172
2023-09-19,177.16128540039062,140.76296997070312,28.987716674804688,108.4512939453125
2023-09-20,173.61947631835938,140.1675262451172,28.672164916992188,107.59169006347656
2023-09-21,172.0760955810547,139.07110595703125,28.015483856201172,106.07579040527344
2023-09-22,172.92691040039062,137.7384490966797,27.879030227661133,106.2421646118164
2023-09-25,174.20315551757812,138.4189453125,28.126352310180664,107.43455505371094
